,Systolic,Diastolic,Label
3301,119.0,79.0,1
3302,114.0,77.0,1
3303,127.0,81.0,3
3304,123.0,78.0,2
3305,114.0,76.0,1
3306,129.0,73.0,2
3307,105.0,79.0,1
3308,102.0,74.0,1
3309,131.0,74.0,3
3310,107.0,82.0,3
3311,106.0,77.0,1
3312,129.0,81.0,3
3313,127.0,83.0,3
3314,113.0,72.0,1
3315,126.0,76.0,2
3316,123.0,77.0,2
3317,112.0,77.0,1
3318,102.0,74.0,1
3319,128.0,69.0,2
3320,124.0,70.0,2
3321,122.0,77.0,2
3322,129.0,75.0,2
3323,119.0,69.0,1
3324,107.0,70.0,1
3325,125.0,82.0,3
3326,116.0,73.0,1
3327,128.0,74.0,2
3328,113.0,74.0,1
3329,126.0,77.0,2
3330,113.0,79.0,1
3331,125.0,76.0,2
3332,117.0,74.0,1
3333,123.0,75.0,2
3334,111.0,75.0,1
3335,121.0,72.0,2
3336,123.0,75.0,2
3337,125.0,84.0,3
3338,141.0,77.0,4
3339,115.0,75.0,1
3340,119.0,74.0,1
3341,118.0,74.0,1
3342,117.0,83.0,3
3343,115.0,71.0,1
3344,110.0,73.0,1
3345,106.0,78.0,1
3346,110.0,70.0,1
3347,125.0,76.0,2
3348,109.0,75.0,1
3349,117.0,77.0,1
3350,135.0,75.0,3
3351,113.0,74.0,1
3352,112.0,76.0,1
3353,126.0,77.0,2
3354,112.0,75.0,1
3355,113.0,74.0,1
3356,123.0,74.0,2
3357,133.0,76.0,3
3358,120.0,74.0,2
3359,124.0,77.0,2
3360,131.0,83.0,3
3361,141.0,77.0,4
3362,124.0,71.0,2
3363,117.0,75.0,1
3364,128.0,82.0,3
3365,119.0,83.0,3
3366,126.0,76.0,2
3367,126.0,70.0,2
3368,121.0,70.0,2
3369,121.0,72.0,2
3370,129.0,72.0,2
3371,124.0,73.0,2
3372,119.0,68.0,1
3373,109.0,78.0,1
3374,131.0,78.0,3
3375,112.0,81.0,3
3376,140.0,83.0,4
3377,124.0,86.0,3
3378,131.0,81.0,3
3379,113.0,78.0,1
3380,131.0,78.0,3
3381,106.0,74.0,1
3382,118.0,68.0,1
3383,122.0,72.0,2
3384,114.0,79.0,1
3385,126.0,69.0,2
3386,116.0,78.0,1
3387,125.0,72.0,2
3388,121.0,72.0,2
3389,118.0,75.0,1
3390,128.0,71.0,2
3391,113.0,84.0,3
3392,121.0,83.0,3
3393,145.0,75.0,4
3394,128.0,76.0,2
3395,119.0,74.0,1
3396,121.0,82.0,3
3397,108.0,75.0,1
3398,120.0,69.0,2
3399,104.0,71.0,1
3400,114.0,67.0,1
3401,138.0,84.0,3
3402,111.0,78.0,1
3403,118.0,72.0,1
3404,128.0,70.0,2
3405,123.0,77.0,2
3406,122.0,67.0,2
3407,123.0,80.0,3
3408,116.0,75.0,1
3409,117.0,80.0,3
3410,120.0,74.0,2
3411,125.0,82.0,3
3412,108.0,81.0,3
3413,132.0,70.0,3
3414,116.0,78.0,1
3415,92.0,75.0,1
3416,119.0,75.0,1
3417,121.0,61.0,2
3418,118.0,68.0,1
3419,125.0,73.0,2
3420,111.0,76.0,1
3421,125.0,83.0,3
3422,122.0,76.0,2
3423,133.0,81.0,3
3424,129.0,86.0,3
3425,110.0,80.0,3
3426,113.0,74.0,1
3427,135.0,74.0,3
3428,119.0,72.0,1
3429,112.0,79.0,1
3430,116.0,74.0,1
3431,117.0,74.0,1
3432,109.0,75.0,1
3433,121.0,78.0,2
3434,128.0,86.0,3
3435,115.0,82.0,3
3436,113.0,79.0,1
3437,91.0,76.0,1
3438,114.0,76.0,1
3439,131.0,80.0,3
3440,126.0,76.0,2
3441,125.0,72.0,2
3442,121.0,76.0,2
3443,114.0,78.0,1
3444,121.0,77.0,2
3445,110.0,77.0,1
3446,115.0,75.0,1
3447,124.0,69.0,2
3448,122.0,76.0,2
3449,121.0,72.0,2
3450,131.0,76.0,3
3451,130.0,78.0,3
3452,125.0,76.0,2
3453,104.0,80.0,3
3454,117.0,79.0,1
3455,117.0,68.0,1
3456,118.0,82.0,3
3457,135.0,75.0,3
3458,123.0,79.0,2
3459,103.0,82.0,3
3460,119.0,80.0,3
3461,123.0,77.0,2
3462,112.0,80.0,3
3463,123.0,76.0,2
3464,117.0,82.0,3
3465,124.0,76.0,2
3466,116.0,76.0,1
3467,133.0,71.0,3
3468,117.0,71.0,1
3469,117.0,68.0,1
3470,106.0,76.0,1
3471,135.0,80.0,3
3472,123.0,84.0,3
3473,126.0,74.0,2
3474,106.0,77.0,1
3475,131.0,72.0,3
3476,130.0,71.0,3
3477,110.0,78.0,1
3478,112.0,72.0,1
3479,108.0,66.0,1
3480,106.0,77.0,1
3481,107.0,67.0,1
3482,134.0,66.0,3
3483,122.0,76.0,2
3484,136.0,69.0,3
3485,112.0,73.0,1
3486,146.0,75.0,4
3487,116.0,79.0,1
3488,114.0,83.0,3
3489,122.0,72.0,2
3490,122.0,71.0,2
3491,110.0,75.0,1
3492,124.0,73.0,2
3493,130.0,78.0,3
3494,108.0,71.0,1
3495,107.0,73.0,1
3496,114.0,73.0,1
3497,125.0,81.0,3
3498,116.0,67.0,1
3499,111.0,78.0,1
3500,129.0,83.0,3
3501,116.0,77.0,1
3502,109.0,67.0,1
3503,117.0,68.0,1
3504,118.0,78.0,1
3505,130.0,73.0,3
3506,115.0,76.0,1
3507,114.0,77.0,1
3508,117.0,73.0,1
3509,129.0,78.0,2
3510,113.0,74.0,1
3511,137.0,76.0,3
3512,122.0,80.0,3
3513,123.0,78.0,2
3514,116.0,70.0,1
3515,112.0,79.0,1
3516,115.0,76.0,1
3517,120.0,72.0,2
3518,118.0,81.0,3
3519,121.0,72.0,2
3520,117.0,75.0,1
3521,131.0,75.0,3
3522,114.0,72.0,1
3523,121.0,70.0,2
3524,119.0,67.0,1
3525,120.0,77.0,2
3526,114.0,73.0,1
3527,105.0,79.0,1
3528,121.0,73.0,2
3529,127.0,74.0,2
3530,117.0,76.0,1
3531,138.0,83.0,3
3532,111.0,72.0,1
3533,116.0,69.0,1
3534,132.0,76.0,3
3535,119.0,77.0,1
3536,113.0,78.0,1
3537,123.0,71.0,2
3538,120.0,78.0,2
3539,133.0,79.0,3
3540,144.0,76.0,4
3541,123.0,79.0,2
3542,111.0,71.0,1
3543,119.0,75.0,1
3544,110.0,72.0,1
3545,115.0,78.0,1
3546,129.0,67.0,2
3547,129.0,70.0,2
3548,108.0,75.0,1
3549,115.0,75.0,1
3550,136.0,67.0,3
3551,118.0,72.0,1
3552,116.0,73.0,1
3553,126.0,79.0,2
3554,118.0,77.0,1
3555,126.0,73.0,2
3556,109.0,80.0,3
3557,105.0,68.0,1
3558,120.0,65.0,2
3559,113.0,75.0,1
3560,108.0,76.0,1
3561,123.0,74.0,2
3562,123.0,77.0,2
3563,116.0,79.0,1
3564,138.0,76.0,3
3565,127.0,73.0,2
3566,130.0,73.0,3
3567,123.0,73.0,2
3568,107.0,77.0,1
3569,114.0,74.0,1
3570,125.0,81.0,3
3571,104.0,71.0,1
3572,114.0,77.0,1
3573,114.0,74.0,1
3574,126.0,75.0,2
3575,114.0,77.0,1
3576,107.0,79.0,1
3577,127.0,73.0,2
3578,115.0,79.0,1
3579,118.0,73.0,1
3580,123.0,71.0,2
3581,117.0,70.0,1
3582,112.0,76.0,1
3583,121.0,83.0,3
3584,123.0,72.0,2
3585,119.0,73.0,1
3586,129.0,84.0,3
3587,131.0,73.0,3
3588,115.0,80.0,3
3589,120.0,71.0,2
3590,125.0,72.0,2
3591,130.0,70.0,3
3592,118.0,72.0,1
3593,135.0,76.0,3
3594,133.0,78.0,3
3595,128.0,77.0,2
3596,126.0,79.0,2
3597,129.0,70.0,2
3598,124.0,71.0,2
3599,108.0,75.0,1
3600,132.0,76.0,3
3601,115.0,69.0,1
3602,136.0,79.0,3
3603,114.0,79.0,1
3604,117.0,76.0,1
3605,122.0,76.0,2
3606,123.0,73.0,2
3607,125.0,75.0,2
3608,116.0,80.0,3
3609,132.0,70.0,3
3610,125.0,76.0,2
3611,124.0,75.0,2
3612,123.0,78.0,2
3613,127.0,78.0,2
3614,128.0,73.0,2
3615,127.0,71.0,2
3616,123.0,67.0,2
3617,133.0,76.0,3
3618,110.0,69.0,1
3619,117.0,77.0,1
3620,124.0,80.0,3
3621,132.0,74.0,3
3622,138.0,76.0,3
3623,95.0,73.0,1
3624,133.0,73.0,3
3625,118.0,78.0,1
3626,122.0,74.0,2
3627,117.0,76.0,1
3628,115.0,78.0,1
3629,124.0,78.0,2
3630,109.0,77.0,1
3631,122.0,69.0,2
3632,112.0,73.0,1
3633,112.0,82.0,3
3634,137.0,78.0,3
3635,115.0,75.0,1
3636,123.0,75.0,2
3637,110.0,77.0,1
3638,128.0,75.0,2
3639,114.0,79.0,1
3640,121.0,82.0,3
3641,103.0,72.0,1
3642,118.0,72.0,1
3643,113.0,73.0,1
3644,127.0,82.0,3
3645,119.0,74.0,1
3646,124.0,73.0,2
3647,120.0,68.0,2
3648,107.0,75.0,1
3649,131.0,70.0,3
3650,122.0,80.0,3
3651,110.0,69.0,1
3652,113.0,74.0,1
3653,103.0,77.0,1
3654,129.0,74.0,2
3655,116.0,78.0,1
3656,112.0,82.0,3
3657,127.0,74.0,2
3658,126.0,71.0,2
3659,125.0,73.0,2
3660,114.0,76.0,1
3661,119.0,78.0,1
3662,112.0,77.0,1
3663,124.0,75.0,2
3664,121.0,75.0,2
3665,108.0,76.0,1
3666,94.0,74.0,1
3667,116.0,78.0,1
3668,121.0,71.0,2
3669,114.0,70.0,1
3670,117.0,78.0,1
3671,123.0,77.0,2
3672,132.0,67.0,3
3673,116.0,69.0,1
3674,116.0,78.0,1
3675,109.0,77.0,1
3676,120.0,72.0,2
3677,123.0,73.0,2
3678,108.0,75.0,1
3679,122.0,75.0,2
3680,126.0,73.0,2
3681,117.0,72.0,1
3682,102.0,71.0,1
3683,131.0,77.0,3
3684,108.0,79.0,1
3685,119.0,70.0,1
3686,129.0,76.0,2
3687,124.0,75.0,2
3688,124.0,81.0,3
3689,118.0,79.0,1
3690,113.0,73.0,1
3691,113.0,74.0,1
3692,121.0,72.0,2
3693,128.0,78.0,2
3694,108.0,71.0,1
3695,110.0,68.0,1
3696,122.0,72.0,2
3697,116.0,70.0,1
3698,122.0,72.0,2
3699,119.0,77.0,1
3700,131.0,72.0,3
3701,128.0,76.0,2
3702,129.0,74.0,2
3703,125.0,74.0,2
3704,115.0,74.0,1
3705,105.0,77.0,1
3706,119.0,71.0,1
3707,113.0,67.0,1
3708,119.0,76.0,1
3709,122.0,75.0,2
3710,118.0,72.0,1
3711,124.0,80.0,3
3712,126.0,75.0,2
3713,113.0,77.0,1
3714,125.0,72.0,2
3715,126.0,70.0,2
3716,112.0,79.0,1
3717,121.0,70.0,2
3718,135.0,76.0,3
3719,118.0,79.0,1
3720,116.0,74.0,1
3721,122.0,75.0,2
3722,119.0,75.0,1
3723,111.0,71.0,1
3724,108.0,79.0,1
3725,130.0,74.0,3
3726,123.0,69.0,2
3727,123.0,69.0,2
3728,129.0,73.0,2
3729,120.0,72.0,2
3730,132.0,84.0,3
3731,118.0,73.0,1
3732,114.0,75.0,1
3733,130.0,71.0,3
3734,119.0,74.0,1
3735,129.0,71.0,2
3736,118.0,78.0,1
3737,122.0,75.0,2
3738,127.0,76.0,2
3739,108.0,79.0,1
3740,126.0,81.0,3
3741,136.0,74.0,3
3742,133.0,75.0,3
3743,109.0,71.0,1
3744,113.0,79.0,1
3745,119.0,76.0,1
3746,121.0,74.0,2
3747,124.0,72.0,2
3748,138.0,79.0,3
3749,125.0,73.0,2
3750,119.0,77.0,1
3751,137.0,78.0,3
3752,123.0,74.0,2
3753,132.0,77.0,3
3754,105.0,69.0,1
3755,127.0,80.0,3
3756,112.0,75.0,1
3757,119.0,72.0,1
3758,108.0,73.0,1
3759,131.0,74.0,3
3760,134.0,76.0,3
3761,119.0,73.0,1
3762,99.0,71.0,1
3763,134.0,79.0,3
3764,110.0,77.0,1
3765,123.0,79.0,2
3766,112.0,78.0,1
3767,112.0,77.0,1
3768,128.0,81.0,3
3769,109.0,81.0,3
3770,124.0,72.0,2
3771,103.0,80.0,3
3772,131.0,71.0,3
3773,111.0,78.0,1
3774,114.0,82.0,3
3775,123.0,76.0,2
3776,123.0,74.0,2
3777,141.0,73.0,4
3778,120.0,76.0,2
3779,129.0,73.0,2
3780,127.0,71.0,2
3781,109.0,75.0,1
3782,118.0,61.0,1
3783,127.0,78.0,2
3784,124.0,79.0,2
3785,110.0,80.0,3
3786,131.0,85.0,3
3787,134.0,79.0,3
3788,124.0,75.0,2
3789,104.0,74.0,1
3790,115.0,77.0,1
3791,128.0,79.0,2
3792,121.0,62.0,2
3793,106.0,82.0,3
3794,117.0,78.0,1
3795,123.0,76.0,2
3796,136.0,70.0,3
3797,112.0,82.0,3
3798,107.0,75.0,1
3799,119.0,81.0,3
3800,116.0,77.0,1
3801,131.0,82.0,3
3802,128.0,79.0,2
3803,124.0,81.0,3
3804,115.0,71.0,1
3805,121.0,77.0,2
3806,139.0,73.0,3
3807,124.0,68.0,2
3808,121.0,77.0,2
3809,114.0,69.0,1
3810,130.0,73.0,3
3811,116.0,78.0,1
3812,128.0,76.0,2
3813,139.0,73.0,3
3814,109.0,70.0,1
3815,117.0,75.0,1
3816,127.0,75.0,2
3817,148.0,77.0,4
3818,120.0,77.0,2
3819,116.0,77.0,1
3820,105.0,72.0,1
3821,114.0,83.0,3
3822,97.0,80.0,3
3823,117.0,73.0,1
3824,118.0,75.0,1
3825,113.0,73.0,1
3826,112.0,69.0,1
3827,109.0,71.0,1
3828,122.0,74.0,2
3829,114.0,69.0,1
3830,125.0,75.0,2
3831,111.0,77.0,1
3832,119.0,75.0,1
3833,105.0,75.0,1
3834,122.0,71.0,2
3835,103.0,74.0,1
3836,108.0,75.0,1
3837,111.0,70.0,1
3838,109.0,76.0,1
3839,121.0,73.0,2
3840,101.0,77.0,1
3841,121.0,78.0,2
3842,116.0,73.0,1
3843,98.0,72.0,1
3844,118.0,75.0,1
3845,107.0,75.0,1
3846,131.0,77.0,3
3847,106.0,69.0,1
3848,101.0,74.0,1
3849,129.0,72.0,2
3850,128.0,73.0,2
3851,121.0,71.0,2
3852,109.0,73.0,1
3853,119.0,74.0,1
3854,128.0,79.0,2
3855,137.0,74.0,3
3856,109.0,70.0,1
3857,122.0,76.0,2
3858,108.0,73.0,1
3859,129.0,65.0,2
3860,106.0,78.0,1
3861,127.0,74.0,2
3862,123.0,69.0,2
3863,124.0,74.0,2
3864,118.0,68.0,1
3865,118.0,76.0,1
3866,132.0,74.0,3
3867,134.0,81.0,3
3868,114.0,69.0,1
3869,113.0,75.0,1
3870,121.0,81.0,3
3871,118.0,70.0,1
3872,136.0,71.0,3
3873,121.0,78.0,2
3874,120.0,79.0,2
3875,110.0,83.0,3
3876,120.0,73.0,2
3877,115.0,69.0,1
3878,128.0,68.0,2
3879,129.0,78.0,2
3880,111.0,74.0,1
3881,122.0,81.0,3
3882,89.0,74.0,1
3883,129.0,69.0,2
3884,135.0,73.0,3
3885,130.0,71.0,3
3886,117.0,77.0,1
3887,119.0,76.0,1
3888,125.0,74.0,2
3889,117.0,78.0,1
3890,118.0,72.0,1
3891,128.0,75.0,2
3892,121.0,74.0,2
3893,121.0,82.0,3
3894,106.0,75.0,1
3895,126.0,75.0,2
3896,114.0,77.0,1
3897,134.0,74.0,3
3898,125.0,76.0,2
3899,132.0,70.0,3
3900,105.0,70.0,1
3901,115.0,73.0,1
3902,111.0,75.0,1
3903,107.0,80.0,3
3904,115.0,74.0,1
3905,114.0,77.0,1
3906,130.0,75.0,3
3907,128.0,72.0,2
3908,137.0,75.0,3
3909,125.0,72.0,2
3910,121.0,74.0,2
3911,120.0,76.0,2
3912,128.0,71.0,2
3913,127.0,76.0,2
3914,113.0,72.0,1
3915,111.0,79.0,1
3916,128.0,71.0,2
3917,131.0,71.0,3
3918,112.0,75.0,1
3919,119.0,73.0,1
3920,94.0,79.0,1
3921,132.0,75.0,3
3922,145.0,71.0,4
3923,137.0,72.0,3
3924,127.0,73.0,2
3925,120.0,82.0,3
3926,118.0,77.0,1
3927,117.0,76.0,1
3928,117.0,74.0,1
3929,108.0,75.0,1
3930,120.0,79.0,2
3931,127.0,69.0,2
3932,122.0,81.0,3
3933,118.0,79.0,1
3934,132.0,79.0,3
3935,130.0,73.0,3
3936,123.0,70.0,2
3937,122.0,76.0,2
3938,112.0,81.0,3
3939,104.0,70.0,1
3940,120.0,73.0,2
3941,120.0,68.0,2
3942,116.0,79.0,1
3943,120.0,74.0,2
3944,123.0,81.0,3
3945,127.0,76.0,2
3946,125.0,72.0,2
3947,110.0,72.0,1
3948,120.0,71.0,2
3949,113.0,76.0,1
3950,119.0,79.0,1
3951,111.0,71.0,1
3952,107.0,69.0,1
3953,137.0,70.0,3
3954,113.0,79.0,1
3955,125.0,75.0,2
3956,112.0,81.0,3
3957,123.0,82.0,3
3958,127.0,75.0,2
3959,129.0,67.0,2
3960,128.0,80.0,3
3961,106.0,79.0,1
3962,134.0,75.0,3
3963,122.0,79.0,2
3964,141.0,70.0,4
3965,118.0,79.0,1
3966,123.0,82.0,3
3967,110.0,74.0,1
3968,123.0,78.0,2
3969,118.0,68.0,1
3970,130.0,75.0,3
3971,114.0,73.0,1
3972,129.0,75.0,2
3973,122.0,72.0,2
3974,134.0,75.0,3
3975,113.0,77.0,1
3976,105.0,71.0,1
3977,119.0,77.0,1
3978,123.0,85.0,3
3979,115.0,76.0,1
3980,119.0,73.0,1
3981,114.0,76.0,1
3982,108.0,72.0,1
3983,118.0,74.0,1
3984,120.0,76.0,2
3985,119.0,73.0,1
3986,142.0,77.0,4
3987,129.0,68.0,2
3988,133.0,79.0,3
3989,111.0,77.0,1
3990,126.0,74.0,2
3991,104.0,73.0,1
3992,104.0,74.0,1
3993,112.0,78.0,1
3994,111.0,72.0,1
3995,132.0,70.0,3
3996,118.0,80.0,3
3997,125.0,77.0,2
3998,128.0,72.0,2
3999,125.0,76.0,2
4000,110.0,79.0,1
4001,119.0,75.0,1
4002,111.0,74.0,1
4003,130.0,82.0,3
4004,121.0,77.0,2
4005,122.0,70.0,2
4006,133.0,79.0,3
4007,117.0,73.0,1
4008,103.0,76.0,1
4009,127.0,73.0,2
4010,115.0,75.0,1
4011,124.0,73.0,2
4012,121.0,73.0,2
4013,102.0,78.0,1
4014,115.0,76.0,1
4015,128.0,71.0,2
4016,105.0,79.0,1
4017,94.0,75.0,1
4018,109.0,76.0,1
4019,125.0,79.0,2
4020,126.0,77.0,2
4021,131.0,66.0,3
4022,128.0,71.0,2
4023,138.0,77.0,3
4024,103.0,72.0,1
4025,117.0,81.0,3
4026,115.0,76.0,1
4027,133.0,75.0,3
4028,124.0,75.0,2
4029,144.0,76.0,4
4030,114.0,67.0,1
4031,111.0,69.0,1
4032,125.0,82.0,3
4033,128.0,73.0,2
4034,121.0,71.0,2
4035,115.0,72.0,1
4036,108.0,74.0,1
4037,125.0,79.0,2
4038,119.0,72.0,1
4039,120.0,80.0,3
4040,116.0,74.0,1
4041,131.0,75.0,3
4042,124.0,71.0,2
4043,120.0,85.0,3
4044,134.0,75.0,3
4045,125.0,69.0,2
4046,119.0,77.0,1
4047,114.0,76.0,1
4048,120.0,74.0,2
4049,98.0,79.0,1
4050,116.0,74.0,1
4051,134.0,67.0,3
4052,121.0,70.0,2
4053,120.0,71.0,2
4054,116.0,76.0,1
4055,115.0,79.0,1
4056,119.0,70.0,1
4057,120.0,75.0,2
4058,124.0,68.0,2
4059,110.0,78.0,1
4060,128.0,76.0,2
4061,103.0,73.0,1
4062,122.0,73.0,2
4063,120.0,84.0,3
4064,129.0,80.0,3
4065,118.0,79.0,1
4066,131.0,77.0,3
4067,123.0,71.0,2
4068,121.0,76.0,2
4069,116.0,75.0,1
4070,112.0,73.0,1
4071,112.0,73.0,1
4072,122.0,79.0,2
4073,115.0,77.0,1
4074,108.0,74.0,1
4075,115.0,77.0,1
4076,120.0,72.0,2
4077,140.0,78.0,4
4078,132.0,71.0,3
4079,138.0,84.0,3
4080,136.0,79.0,3
4081,116.0,78.0,1
4082,127.0,74.0,2
4083,124.0,72.0,2
4084,111.0,76.0,1
4085,132.0,71.0,3
4086,115.0,69.0,1
4087,112.0,72.0,1
4088,122.0,76.0,2
4089,110.0,78.0,1
4090,119.0,75.0,1
4091,135.0,70.0,3
4092,116.0,76.0,1
4093,116.0,74.0,1
4094,124.0,78.0,2
4095,121.0,75.0,2
4096,121.0,73.0,2
4097,104.0,75.0,1
4098,134.0,77.0,3
4099,111.0,72.0,1
4100,118.0,73.0,1
4101,104.0,67.0,1
4102,129.0,74.0,2
4103,116.0,80.0,3
4104,141.0,69.0,4
4105,120.0,71.0,2
4106,120.0,85.0,3
4107,116.0,76.0,1
4108,114.0,75.0,1
4109,124.0,72.0,2
4110,126.0,72.0,2
4111,109.0,78.0,1
4112,116.0,69.0,1
4113,118.0,73.0,1
4114,119.0,78.0,1
4115,127.0,84.0,3
4116,126.0,77.0,2
4117,131.0,74.0,3
4118,109.0,74.0,1
4119,127.0,73.0,2
4120,137.0,76.0,3
4121,135.0,74.0,3
4122,106.0,70.0,1
4123,130.0,83.0,3
4124,125.0,77.0,2
4125,124.0,78.0,2
4126,135.0,71.0,3
4127,127.0,76.0,2
4128,124.0,73.0,2
4129,125.0,78.0,2
4130,124.0,82.0,3
4131,117.0,75.0,1
4132,128.0,74.0,2
4133,118.0,73.0,1
4134,118.0,65.0,1
4135,110.0,78.0,1
4136,117.0,76.0,1
4137,115.0,72.0,1
4138,111.0,77.0,1
4139,114.0,75.0,1
4140,124.0,75.0,2
4141,110.0,79.0,1
4142,110.0,70.0,1
4143,130.0,73.0,3
4144,113.0,72.0,1
4145,112.0,75.0,1
4146,113.0,69.0,1
4147,135.0,79.0,3
4148,115.0,75.0,1
4149,118.0,70.0,1
4150,122.0,69.0,2
4151,117.0,82.0,3
4152,104.0,79.0,1
4153,110.0,76.0,1
4154,111.0,75.0,1
4155,115.0,75.0,1
4156,104.0,67.0,1
4157,135.0,72.0,3
4158,118.0,77.0,1
4159,122.0,74.0,2
4160,131.0,76.0,3
4161,123.0,71.0,2
4162,113.0,78.0,1
4163,120.0,69.0,2
4164,104.0,68.0,1
4165,107.0,76.0,1
4166,118.0,78.0,1
4167,113.0,74.0,1
4168,132.0,78.0,3
4169,117.0,73.0,1
4170,127.0,81.0,3
4171,121.0,74.0,2
4172,129.0,66.0,2
4173,135.0,81.0,3
4174,120.0,75.0,2
4175,129.0,69.0,2
4176,116.0,74.0,1
4177,120.0,68.0,2
4178,123.0,79.0,2
4179,131.0,78.0,3
4180,104.0,81.0,3
4181,138.0,76.0,3
4182,111.0,81.0,3
4183,128.0,76.0,2
4184,132.0,73.0,3
4185,119.0,77.0,1
4186,126.0,67.0,2
4187,116.0,74.0,1
4188,120.0,77.0,2
4189,117.0,80.0,3
4190,115.0,76.0,1
4191,106.0,73.0,1
4192,114.0,73.0,1
4193,103.0,85.0,3
4194,124.0,72.0,2
4195,123.0,77.0,2
4196,95.0,76.0,1
4197,113.0,70.0,1
4198,108.0,76.0,1
4199,116.0,74.0,1
4200,120.0,74.0,2
4201,133.0,76.0,3
4202,119.0,76.0,1
4203,110.0,76.0,1
4204,115.0,71.0,1
4205,113.0,81.0,3
4206,123.0,70.0,2
4207,134.0,81.0,3
4208,132.0,80.0,3
4209,114.0,71.0,1
4210,123.0,68.0,2
4211,111.0,78.0,1
4212,120.0,72.0,2
4213,127.0,78.0,2
4214,129.0,79.0,2
4215,120.0,72.0,2
4216,112.0,80.0,3
4217,110.0,75.0,1
4218,102.0,80.0,3
4219,110.0,80.0,3
4220,120.0,72.0,2
4221,118.0,76.0,1
4222,115.0,77.0,1
4223,118.0,75.0,1
4224,109.0,72.0,1
4225,121.0,79.0,2
4226,129.0,75.0,2
4227,136.0,76.0,3
4228,107.0,73.0,1
4229,120.0,77.0,2
4230,118.0,77.0,1
4231,120.0,78.0,2
4232,107.0,72.0,1
4233,128.0,79.0,2
4234,102.0,78.0,1
4235,103.0,75.0,1
4236,121.0,75.0,2
4237,121.0,72.0,2
4238,131.0,72.0,3
4239,122.0,71.0,2
4240,124.0,72.0,2
4241,116.0,75.0,1
4242,117.0,67.0,1
4243,105.0,75.0,1
4244,108.0,76.0,1
4245,112.0,70.0,1
4246,109.0,77.0,1
4247,116.0,77.0,1
4248,102.0,68.0,1
4249,128.0,77.0,2
4250,120.0,80.0,3
4251,122.0,76.0,2
4252,121.0,74.0,2
4253,133.0,73.0,3
4254,119.0,75.0,1
4255,105.0,82.0,3
4256,145.0,73.0,4
4257,114.0,76.0,1
4258,120.0,76.0,2
4259,122.0,81.0,3
4260,109.0,70.0,1
4261,116.0,76.0,1
4262,121.0,77.0,2
4263,102.0,69.0,1
4264,106.0,80.0,3
4265,119.0,77.0,1
4266,115.0,84.0,3
4267,131.0,79.0,3
4268,125.0,82.0,3
4269,115.0,78.0,1
4270,119.0,73.0,1
4271,115.0,74.0,1
4272,115.0,71.0,1
4273,116.0,82.0,3
4274,123.0,82.0,3
4275,121.0,65.0,2
4276,100.0,74.0,1
4277,112.0,77.0,1
4278,114.0,80.0,3
4279,131.0,76.0,3
4280,121.0,78.0,2
4281,125.0,73.0,2
4282,124.0,74.0,2
4283,125.0,72.0,2
4284,124.0,72.0,2
4285,124.0,74.0,2
4286,125.0,80.0,3
4287,119.0,72.0,1
4288,116.0,80.0,3
4289,122.0,82.0,3
4290,125.0,75.0,2
4291,119.0,75.0,1
4292,119.0,75.0,1
4293,121.0,77.0,2
4294,122.0,76.0,2
4295,133.0,81.0,3
4296,113.0,78.0,1
4297,109.0,71.0,1
4298,100.0,78.0,1
4299,128.0,78.0,2
4300,110.0,69.0,1
4301,109.0,75.0,1
4302,128.0,72.0,2
4303,132.0,77.0,3
4304,120.0,75.0,2
4305,128.0,72.0,2
4306,114.0,79.0,1
4307,135.0,84.0,3
4308,125.0,76.0,2
4309,117.0,76.0,1
4310,114.0,76.0,1
4311,115.0,77.0,1
4312,119.0,70.0,1
4313,118.0,81.0,3
4314,134.0,81.0,3
4315,134.0,74.0,3
4316,131.0,76.0,3
4317,133.0,74.0,3
4318,128.0,72.0,2
4319,127.0,76.0,2
4320,115.0,81.0,3
4321,117.0,67.0,1
4322,125.0,74.0,2
4323,130.0,76.0,3
4324,118.0,80.0,3
4325,102.0,77.0,1
4326,143.0,73.0,4
4327,110.0,85.0,3
4328,121.0,78.0,2
4329,115.0,81.0,3
4330,119.0,75.0,1
4331,122.0,71.0,2
4332,114.0,74.0,1
4333,130.0,77.0,3
4334,124.0,83.0,3
4335,121.0,79.0,2
4336,112.0,67.0,1
4337,128.0,70.0,2
4338,101.0,73.0,1
4339,120.0,73.0,2
4340,119.0,69.0,1
4341,132.0,69.0,3
4342,125.0,71.0,2
4343,119.0,66.0,1
4344,109.0,70.0,1
4345,118.0,76.0,1
4346,109.0,73.0,1
4347,110.0,71.0,1
4348,114.0,74.0,1
4349,115.0,79.0,1
4350,100.0,77.0,1
4351,127.0,69.0,2
4352,107.0,72.0,1
4353,131.0,78.0,3
4354,102.0,75.0,1
4355,119.0,84.0,3
4356,115.0,68.0,1
4357,110.0,71.0,1
4358,125.0,81.0,3
4359,136.0,70.0,3
4360,117.0,77.0,1
4361,103.0,82.0,3
4362,114.0,78.0,1
4363,123.0,83.0,3
4364,117.0,73.0,1
4365,111.0,81.0,3
4366,133.0,70.0,3
4367,116.0,77.0,1
4368,120.0,83.0,3
4369,119.0,79.0,1
4370,110.0,74.0,1
4371,100.0,80.0,3
4372,119.0,75.0,1
4373,119.0,77.0,1
4374,124.0,84.0,3
4375,118.0,71.0,1
